created_date,final_score,score
2017-12-04,-0.4214303731918335,19.4
2017-12-05,0.32885758876800536,45.4
2017-12-06,0.0,13.2
2017-12-07,-0.1956527352333069,247.6
2017-12-08,0.0,7.0
2017-12-09,-0.10075938701629639,21.2
2017-12-10,0.0,19.6
2017-12-11,0.1481851577758789,23.4
2017-12-12,-0.3987672209739685,3.6
2017-12-13,-0.3216285228729248,77.8
2017-12-14,0.36879206299781797,3.0
2017-12-15,-0.352053040266037,9.2
2017-12-16,-0.08383936285972596,9.2
2017-12-17,-0.21080363988876344,2.8
2017-12-18,-0.01628960371017456,3.2
2017-12-19,-0.42717729806900023,4.6
2017-12-20,0.19605517387390137,9.2
2017-12-21,-0.34462273120880127,4.6
2017-12-22,0.12455471754074096,5.8
2017-12-23,0.0,27.6
2017-12-24,0.38305188417434693,9.2
2017-12-25,-0.563915467262268,19.4
2017-12-26,-0.2736239194869995,13.0
2017-12-27,-0.27026318311691283,14.2
2017-12-28,-0.27202051877975464,6.4
2017-12-29,-0.281815505027771,14.2
2017-12-30,0.0019997715950012206,2.6
2017-12-31,0.061498057842254636,45.8
2018-01-01,0.13464843034744262,19.6
2018-01-02,-0.0896843671798706,17.4
2018-01-03,-0.096889066696167,4.0
2018-01-04,-0.6585798859596252,14.6
2018-01-05,-0.049158906936645506,13.8
2018-01-06,-0.16568949222564697,5.0
2018-01-07,-0.15386272668838502,4.4
2018-01-08,-0.19294750690460205,3.8
2018-01-09,-0.13767070770263673,6.0
2018-01-10,-0.2003284811973572,20.8
2018-01-11,-0.3607813835144043,14.6
2018-01-12,-0.04739103317260742,8.6
2018-01-13,-0.14405629634857178,5.6
2018-01-14,0.0,8.4
2018-01-15,-0.29934580326080323,4.6
2018-01-16,-0.2956913232803345,4.0
2018-01-17,-0.2867101788520813,12.0
2018-01-18,-0.6728569030761719,14.8
2018-01-19,-0.6230432629585266,8.4
2018-01-20,-0.3840530514717102,29.6
2018-01-21,-0.5692312002182007,27.2
2018-01-22,-0.34249624609947205,11.8
2018-01-23,-0.4024824142456055,5.0
2018-01-24,-0.03795435428619385,9.6
2018-01-25,-0.5600772619247436,10.4
2018-01-26,-0.037750065326690674,9.2
2018-01-27,-0.3028512835502625,8.2
2018-01-28,0.0,17.0
2018-01-29,-0.5420196890830994,7.4
2018-01-30,-0.2736429452896118,9.0
2018-01-31,-0.04452372789382934,13.2
2018-02-01,-0.36937040090560913,3.8
2018-02-02,-0.07664154767990113,7.8
2018-02-03,-0.2098711371421814,10.8
2018-02-04,-0.04303708076477051,12.0
2018-02-05,-0.014373505115509033,13.4
2018-02-06,0.016286683082580567,7.4
2018-02-07,-0.3080048203468323,8.8
2018-02-08,-0.392410135269165,16.2
2018-02-09,-0.04575052261352539,28.2
2018-02-10,-0.2792712330818176,3.6
2018-02-11,-0.09715422987937927,5.0
2018-02-12,-0.057734894752502444,14.0
2018-02-13,-0.18963791131973268,6.6
2018-02-14,0.14251182079315186,7.4
2018-02-15,-0.13023977279663085,9.2
2018-02-16,-0.32608283758163453,9.8
2018-02-17,0.2166062295436859,6.8
2018-02-18,0.1547693967819214,19.2
2018-02-19,0.20197913646697999,27.2
2018-02-20,-0.4541441321372986,11.6
2018-02-21,-0.5362549543380737,5.2
2018-02-22,-0.4928078889846802,2.8
2018-02-23,-0.2210916757583618,6.4
2018-02-24,-0.37767982482910156,37.2
